"customer_id","total_orders","total_spent","avg_order_value","lifetime_purchases","f_score","m_score","fm_score","customer_segment"
2624,1,76,76.0000000000000000,38,2,2,4,Potential
2949,1,83,83.0000000000000000,38,2,2,4,Potential
1380,1,64,64.0000000000000000,38,2,3,5,Potential
1256,1,68,68.0000000000000000,38,2,3,5,Potential
695,1,21,21.0000000000000000,38,2,5,7,Loyal
3478,1,85,85.0000000000000000,38,2,1,3,At Risk
1206,1,99,99.0000000000000000,38,2,1,3,At Risk
2967,1,49,49.0000000000000000,38,2,4,6,Loyal
3288,1,63,63.0000000000000000,38,2,3,5,Potential
3590,1,73,73.0000000000000000,38,2,2,4,Potential
2303,1,39,39.0000000000000000,38,2,4,6,Loyal
2327,1,63,63.0000000000000000,38,2,3,5,Potential
2499,1,39,39.0000000000000000,38,2,4,6,Loyal
3517,1,56,56.0000000000000000,38,2,3,5,Potential
780,1,94,94.0000000000000000,38,2,1,3,At Risk
2086,1,49,49.0000000000000000,38,2,4,6,Loyal
2121,1,98,98.0000000000000000,38,2,1,3,At Risk
798,1,82,82.0000000000000000,38,2,2,4,Potential
2589,1,49,49.0000000000000000,38,2,4,6,Loyal
393,1,82,82.0000000000000000,38,2,2,4,Potential
2608,1,36,36.0000000000000000,38,2,4,6,Loyal
1792,1,98,98.0000000000000000,38,2,1,3,At Risk
897,1,29,29.0000000000000000,38,2,5,7,Loyal
1980,1,98,98.0000000000000000,38,2,1,3,At Risk
2031,1,67,67.0000000000000000,38,2,3,5,Potential
280,1,69,69.0000000000000000,37,2,2,4,Potential
1169,1,91,91.0000000000000000,37,2,1,3,At Risk
962,1,72,72.0000000000000000,37,2,2,4,Potential
13,1,72,72.0000000000000000,37,2,2,4,Potential
468,1,51,51.0000000000000000,37,2,3,5,Potential
879,1,89,89.0000000000000000,37,2,1,3,At Risk
2467,1,84,84.0000000000000000,37,2,2,4,Potential
556,1,57,57.0000000000000000,37,2,3,5,Potential
1684,1,57,57.0000000000000000,37,2,3,5,Potential
3531,1,45,45.0000000000000000,37,2,4,6,Loyal
98,1,92,92.0000000000000000,37,2,1,3,At Risk
1328,1,40,40.0000000000000000,37,2,4,6,Loyal
3547,1,79,79.0000000000000000,37,2,2,4,Potential
3167,1,80,80.0000000000000000,37,2,2,4,Potential
2665,1,84,84.0000000000000000,37,2,2,4,Potential
550,1,29,29.0000000000000000,37,2,5,7,Loyal
1683,1,97,97.0000000000000000,37,2,1,3,At Risk
1137,1,83,83.0000000000000000,37,2,2,4,Potential
2171,1,32,32.0000000000000000,37,2,5,7,Loyal
2268,1,49,49.0000000000000000,37,2,4,6,Loyal
2799,1,20,20.0000000000000000,37,2,5,7,Loyal
1275,1,73,73.0000000000000000,37,2,2,4,Potential
2072,1,100,100.0000000000000000,37,2,1,3,At Risk
1739,1,61,61.0000000000000000,37,2,3,5,Potential
175,1,35,35.0000000000000000,37,2,5,7,Loyal
2925,1,64,64.0000000000000000,37,2,3,5,Potential
1011,1,24,24.0000000000000000,37,2,5,7,Loyal
2341,1,24,24.0000000000000000,37,2,5,7,Loyal
2486,1,55,55.0000000000000000,37,2,3,5,Potential
273,1,26,26.0000000000000000,37,2,5,7,Loyal
786,1,62,62.0000000000000000,37,2,3,5,Potential
1303,1,25,25.0000000000000000,37,2,5,7,Loyal
1623,1,43,43.0000000000000000,37,2,4,6,Loyal
3241,1,37,37.0000000000000000,37,2,4,6,Loyal
2982,1,36,36.0000000000000000,37,2,4,6,Loyal
3358,1,67,67.0000000000000000,37,2,3,5,Potential
778,1,32,32.0000000000000000,37,2,5,7,Loyal
925,1,78,78.0000000000000000,37,2,2,4,Potential
883,1,35,35.0000000000000000,37,2,4,6,Loyal
728,1,97,97.0000000000000000,37,2,1,3,At Risk
1489,1,44,44.0000000000000000,37,2,4,6,Loyal
645,1,93,93.0000000000000000,37,2,1,3,At Risk
487,1,63,63.0000000000000000,37,2,3,5,Potential
367,1,36,36.0000000000000000,37,2,4,6,Loyal
3247,1,98,98.0000000000000000,37,2,1,3,At Risk
3141,1,44,44.0000000000000000,37,2,4,6,Loyal
523,1,88,88.0000000000000000,37,2,1,3,At Risk
33,1,67,67.0000000000000000,37,2,3,5,Potential
1714,1,22,22.0000000000000000,37,2,5,7,Loyal
680,1,95,95.0000000000000000,37,2,1,3,At Risk
970,1,31,31.0000000000000000,37,2,5,7,Loyal
671,1,41,41.0000000000000000,37,2,4,6,Loyal
716,1,63,63.0000000000000000,37,2,3,5,Potential
3161,1,87,87.0000000000000000,37,2,1,3,At Risk
325,1,82,82.0000000000000000,37,2,2,4,Potential
1188,1,89,89.0000000000000000,37,2,1,3,At Risk
921,1,81,81.0000000000000000,37,2,2,4,Potential
2644,1,41,41.0000000000000000,37,2,4,6,Loyal
2731,1,32,32.0000000000000000,37,2,5,7,Loyal
1808,1,46,46.0000000000000000,37,2,4,6,Loyal
1277,1,68,68.0000000000000000,37,2,3,5,Potential
1353,1,89,89.0000000000000000,37,2,1,3,At Risk
983,1,62,62.0000000000000000,37,2,3,5,Potential
572,1,76,76.0000000000000000,37,2,2,4,Potential
2379,1,71,71.0000000000000000,37,2,2,4,Potential
2497,1,79,79.0000000000000000,37,2,2,4,Potential
1661,1,45,45.0000000000000000,37,2,4,6,Loyal
2822,1,72,72.0000000000000000,37,2,2,4,Potential
2943,1,63,63.0000000000000000,37,2,3,5,Potential
1116,1,58,58.0000000000000000,37,2,3,5,Potential
692,1,21,21.0000000000000000,37,2,5,7,Loyal
3239,1,84,84.0000000000000000,37,2,2,4,Potential
1904,1,63,63.0000000000000000,37,2,3,5,Potential
1031,1,89,89.0000000000000000,37,2,1,3,At Risk
1956,1,56,56.0000000000000000,37,2,3,5,Potential
2944,1,44,44.0000000000000000,37,2,4,6,Loyal
2578,1,39,39.0000000000000000,37,2,4,6,Loyal
1162,1,52,52.0000000000000000,37,2,3,5,Potential
2139,1,42,42.0000000000000000,36,2,4,6,Loyal
328,1,42,42.0000000000000000,36,2,4,6,Loyal
2476,1,43,43.0000000000000000,36,2,4,6,Loyal
3256,1,40,40.0000000000000000,36,2,4,6,Loyal
3039,1,39,39.0000000000000000,36,2,4,6,Loyal
3808,1,39,39.0000000000000000,36,2,4,6,Loyal
3727,1,85,85.0000000000000000,36,2,1,3,At Risk
486,1,44,44.0000000000000000,36,2,4,6,Loyal
2615,1,65,65.0000000000000000,36,2,3,5,Potential
18,1,38,38.0000000000000000,36,2,4,6,Loyal
3637,1,38,38.0000000000000000,36,2,4,6,Loyal
713,1,81,81.0000000000000000,36,2,2,4,Potential
569,1,88,88.0000000000000000,36,2,1,3,At Risk
3761,1,80,80.0000000000000000,36,2,2,4,Potential
597,1,37,37.0000000000000000,36,2,4,6,Loyal
2381,1,66,66.0000000000000000,36,2,3,5,Potential
2851,1,79,79.0000000000000000,36,2,2,4,Potential
1646,1,36,36.0000000000000000,36,2,4,6,Loyal
3305,1,79,79.0000000000000000,36,2,2,4,Potential
3469,1,89,89.0000000000000000,36,2,1,3,At Risk
725,1,79,79.0000000000000000,36,2,2,4,Potential
1120,1,36,36.0000000000000000,36,2,4,6,Loyal
2087,1,89,89.0000000000000000,36,2,1,3,At Risk
812,1,35,35.0000000000000000,36,2,4,6,Loyal
954,1,50,50.0000000000000000,36,2,4,6,Loyal
1733,1,50,50.0000000000000000,36,2,4,6,Loyal
3164,1,66,66.0000000000000000,36,2,3,5,Potential
238,1,90,90.0000000000000000,36,2,1,3,At Risk
2141,1,90,90.0000000000000000,36,2,1,3,At Risk
675,1,33,33.0000000000000000,36,2,5,7,Loyal
2698,1,52,52.0000000000000000,36,2,3,5,Potential
78,1,53,53.0000000000000000,36,2,3,5,Potential
2985,1,32,32.0000000000000000,36,2,5,7,Loyal
1577,1,75,75.0000000000000000,36,2,2,4,Potential
2111,1,93,93.0000000000000000,36,2,1,3,At Risk
2324,1,93,93.0000000000000000,36,2,1,3,At Risk
2314,1,31,31.0000000000000000,36,2,5,7,Loyal
48,1,54,54.0000000000000000,36,2,3,5,Potential
2101,1,31,31.0000000000000000,36,2,5,7,Loyal
1908,1,74,74.0000000000000000,36,2,2,4,Potential
3400,1,55,55.0000000000000000,36,2,3,5,Potential
827,1,94,94.0000000000000000,36,2,1,3,At Risk
3224,1,65,65.0000000000000000,36,2,3,5,Potential
2517,1,73,73.0000000000000000,36,2,2,4,Potential
278,1,29,29.0000000000000000,36,2,5,7,Loyal
2919,1,73,73.0000000000000000,36,2,2,4,Potential
3703,1,65,65.0000000000000000,36,2,3,5,Potential
409,1,66,66.0000000000000000,36,2,3,5,Potential
910,1,56,56.0000000000000000,36,2,3,5,Potential
3744,1,28,28.0000000000000000,36,2,5,7,Loyal
2120,1,57,57.0000000000000000,36,2,3,5,Potential
472,1,72,72.0000000000000000,36,2,2,4,Potential
3196,1,58,58.0000000000000000,36,2,3,5,Potential
82,1,96,96.0000000000000000,36,2,1,3,At Risk
987,1,96,96.0000000000000000,36,2,1,3,At Risk
359,1,25,25.0000000000000000,36,2,5,7,Loyal
2174,1,97,97.0000000000000000,36,2,1,3,At Risk
1750,1,70,70.0000000000000000,36,2,2,4,Potential
1015,1,97,97.0000000000000000,36,2,1,3,At Risk
1701,1,70,70.0000000000000000,36,2,2,4,Potential
3856,1,61,61.0000000000000000,36,2,3,5,Potential
3705,1,61,61.0000000000000000,36,2,3,5,Potential
3387,1,62,62.0000000000000000,36,2,3,5,Potential
2393,1,62,62.0000000000000000,36,2,3,5,Potential
2701,1,68,68.0000000000000000,36,2,2,4,Potential
3850,1,68,68.0000000000000000,36,2,3,5,Potential
1221,1,64,64.0000000000000000,36,2,3,5,Potential
3702,1,66,66.0000000000000000,36,2,3,5,Potential
744,1,84,84.0000000000000000,36,2,2,4,Potential
3606,1,41,41.0000000000000000,36,2,4,6,Loyal
3802,1,84,84.0000000000000000,36,2,2,4,Potential
543,1,79,79.0000000000000000,35,2,2,4,Potential
669,1,85,85.0000000000000000,35,2,1,3,At Risk
1665,1,53,53.0000000000000000,35,2,3,5,Potential
3715,1,31,31.0000000000000000,35,2,5,7,Loyal
649,1,31,31.0000000000000000,35,2,5,7,Loyal
2639,1,34,34.0000000000000000,35,2,5,7,Loyal
2482,1,92,92.0000000000000000,35,2,1,3,At Risk
2135,1,41,41.0000000000000000,35,2,4,6,Loyal
1886,1,53,53.0000000000000000,35,2,3,5,Potential
1542,1,77,77.0000000000000000,35,2,2,4,Potential
2199,1,80,80.0000000000000000,35,2,2,4,Potential
1064,1,29,29.0000000000000000,35,2,5,7,Loyal
354,1,64,64.0000000000000000,35,2,3,5,Potential
1524,1,88,88.0000000000000000,35,2,1,3,At Risk
2858,1,93,93.0000000000000000,35,2,1,3,At Risk
1427,1,38,38.0000000000000000,35,2,4,6,Loyal
3566,1,52,52.0000000000000000,35,2,3,5,Potential
3089,1,64,64.0000000000000000,35,2,3,5,Potential
1452,1,34,34.0000000000000000,35,2,5,7,Loyal
3773,1,26,26.0000000000000000,35,2,5,7,Loyal
54,1,24,24.0000000000000000,35,2,5,7,Loyal
854,1,43,43.0000000000000000,35,2,4,6,Loyal
205,1,100,100.0000000000000000,35,2,1,3,At Risk
3494,1,82,82.0000000000000000,35,2,2,4,Potential
2705,1,54,54.0000000000000000,35,2,3,5,Potential
2108,1,75,75.0000000000000000,35,2,2,4,Potential
1237,1,68,68.0000000000000000,35,2,2,4,Potential
690,1,91,91.0000000000000000,35,2,1,3,At Risk
3450,1,37,37.0000000000000000,35,2,4,6,Loyal
3419,1,30,30.0000000000000000,35,2,5,7,Loyal
2039,1,70,70.0000000000000000,35,2,2,4,Potential
2280,1,67,67.0000000000000000,35,2,3,5,Potential
3421,1,60,60.0000000000000000,35,2,3,5,Potential
1918,1,71,71.0000000000000000,35,2,2,4,Potential
1850,1,40,40.0000000000000000,35,2,4,6,Loyal
3483,1,61,61.0000000000000000,35,2,3,5,Potential
1129,1,30,30.0000000000000000,35,2,5,7,Loyal
3342,1,50,50.0000000000000000,35,2,4,6,Loyal
55,1,94,94.0000000000000000,35,2,1,3,At Risk
792,1,44,44.0000000000000000,35,2,4,6,Loyal
3629,1,88,88.0000000000000000,35,2,1,3,At Risk
862,1,100,100.0000000000000000,35,2,1,3,At Risk
3175,1,52,52.0000000000000000,35,2,3,5,Potential
3340,1,99,99.0000000000000000,35,2,1,3,At Risk
2412,1,96,96.0000000000000000,35,2,1,3,At Risk
3194,1,99,99.0000000000000000,35,2,1,3,At Risk
103,1,67,67.0000000000000000,35,2,3,5,Potential
1220,1,23,23.0000000000000000,35,2,5,7,Loyal
3522,1,50,50.0000000000000000,35,2,4,6,Loyal
450,1,45,45.0000000000000000,35,2,4,6,Loyal
449,1,23,23.0000000000000000,35,2,5,7,Loyal
2211,1,25,25.0000000000000000,35,2,5,7,Loyal
2049,1,64,64.0000000000000000,35,2,3,5,Potential
1837,1,52,52.0000000000000000,35,2,3,5,Potential
2597,1,78,78.0000000000000000,35,2,2,4,Potential
2287,1,38,38.0000000000000000,35,2,4,6,Loyal
89,1,47,47.0000000000000000,35,2,4,6,Loyal
533,1,76,76.0000000000000000,35,2,2,4,Potential
2043,1,52,52.0000000000000000,35,2,3,5,Potential
2591,1,66,66.0000000000000000,35,2,3,5,Potential
2738,1,76,76.0000000000000000,35,2,2,4,Potential
2764,1,52,52.0000000000000000,35,2,3,5,Potential
501,1,31,31.0000000000000000,35,2,5,7,Loyal
2636,1,80,80.0000000000000000,34,2,2,4,Potential
1797,1,35,35.0000000000000000,34,2,5,7,Loyal
819,1,91,91.0000000000000000,34,2,1,3,At Risk
50,1,30,30.0000000000000000,34,2,5,7,Loyal
3822,1,48,48.0000000000000000,34,2,4,6,Loyal
3131,1,20,20.0000000000000000,34,2,5,7,Loyal
72,1,48,48.0000000000000000,34,2,4,6,Loyal
796,1,26,26.0000000000000000,34,2,5,7,Loyal
978,1,20,20.0000000000000000,34,2,5,7,Loyal
3075,1,55,55.0000000000000000,34,2,3,5,Potential
1393,1,46,46.0000000000000000,34,2,4,6,Loyal
3156,1,90,90.0000000000000000,34,2,1,3,At Risk
1558,1,34,34.0000000000000000,34,2,5,7,Loyal
2878,1,46,46.0000000000000000,34,2,4,6,Loyal
224,1,41,41.0000000000000000,34,2,4,6,Loyal
2222,1,88,88.0000000000000000,34,2,1,3,At Risk
3821,1,65,65.0000000000000000,34,2,3,5,Potential
1901,1,85,85.0000000000000000,34,2,1,3,At Risk
441,1,89,89.0000000000000000,34,2,1,3,At Risk
2679,1,91,91.0000000000000000,34,2,1,3,At Risk
196,1,25,25.0000000000000000,34,2,5,7,Loyal
1849,1,73,73.0000000000000000,34,2,2,4,Potential
1598,1,21,21.0000000000000000,34,2,5,7,Loyal
1765,1,56,56.0000000000000000,34,2,3,5,Potential
2741,1,70,70.0000000000000000,34,2,2,4,Potential
1357,1,61,61.0000000000000000,34,2,3,5,Potential
555,1,47,47.0000000000000000,34,2,4,6,Loyal
2704,1,42,42.0000000000000000,34,2,4,6,Loyal
885,1,91,91.0000000000000000,34,2,1,3,At Risk
3273,1,99,99.0000000000000000,34,2,1,3,At Risk
186,1,32,32.0000000000000000,34,2,5,7,Loyal
2549,1,63,63.0000000000000000,34,2,3,5,Potential
1752,1,40,40.0000000000000000,34,2,4,6,Loyal
1016,1,24,24.0000000000000000,34,2,5,7,Loyal
3463,1,73,73.0000000000000000,34,2,2,4,Potential
1344,1,56,56.0000000000000000,34,2,3,5,Potential
1677,1,44,44.0000000000000000,34,2,4,6,Loyal
2695,1,27,27.0000000000000000,34,2,5,7,Loyal
84,1,40,40.0000000000000000,34,2,4,6,Loyal
908,1,43,43.0000000000000000,34,2,4,6,Loyal
2284,1,45,45.0000000000000000,34,2,4,6,Loyal
3202,1,38,38.0000000000000000,34,2,4,6,Loyal
2429,1,38,38.0000000000000000,34,2,4,6,Loyal
2912,1,38,38.0000000000000000,34,2,4,6,Loyal
2699,1,57,57.0000000000000000,34,2,3,5,Potential
1459,1,28,28.0000000000000000,34,2,5,7,Loyal
2438,1,59,59.0000000000000000,34,2,3,5,Potential
161,1,23,23.0000000000000000,34,2,5,7,Loyal
3123,1,45,45.0000000000000000,34,2,4,6,Loyal
1425,1,23,23.0000000000000000,34,2,5,7,Loyal
902,1,68,68.0000000000000000,34,2,2,4,Potential
1181,1,23,23.0000000000000000,34,2,5,7,Loyal
980,1,33,33.0000000000000000,34,2,5,7,Loyal
2496,1,37,37.0000000000000000,34,2,4,6,Loyal
2975,1,99,99.0000000000000000,34,2,1,3,At Risk
952,1,51,51.0000000000000000,34,2,4,6,Loyal
3430,1,96,96.0000000000000000,34,2,1,3,At Risk
3518,1,69,69.0000000000000000,34,2,2,4,Potential
1073,1,92,92.0000000000000000,34,2,1,3,At Risk
289,1,62,62.0000000000000000,34,2,3,5,Potential
1700,1,67,67.0000000000000000,34,2,3,5,Potential
1516,1,93,93.0000000000000000,34,2,1,3,At Risk
1289,1,93,93.0000000000000000,34,2,1,3,At Risk
3405,1,34,34.0000000000000000,34,2,5,7,Loyal
15,1,53,53.0000000000000000,34,2,3,5,Potential
3055,1,70,70.0000000000000000,34,2,2,4,Potential
1771,1,22,22.0000000000000000,34,2,5,7,Loyal
2493,1,96,96.0000000000000000,34,2,1,3,At Risk
3769,1,35,35.0000000000000000,34,2,5,7,Loyal
772,1,68,68.0000000000000000,34,2,2,4,Potential
330,1,31,31.0000000000000000,34,2,5,7,Loyal
1259,1,87,87.0000000000000000,34,2,1,3,At Risk
2160,1,58,58.0000000000000000,34,2,3,5,Potential
2940,1,46,46.0000000000000000,34,2,4,6,Loyal
252,1,51,51.0000000000000000,34,2,4,6,Loyal
3274,1,45,45.0000000000000000,34,2,4,6,Loyal
2426,1,49,49.0000000000000000,34,2,4,6,Loyal
3771,1,42,42.0000000000000000,34,2,4,6,Loyal
1242,1,51,51.0000000000000000,34,2,4,6,Loyal
726,1,61,61.0000000000000000,33,2,3,5,Potential
973,1,61,61.0000000000000000,33,2,3,5,Potential
2231,1,36,36.0000000000000000,33,2,4,6,Loyal
2131,1,68,68.0000000000000000,33,2,2,4,Potential
249,1,100,100.0000000000000000,33,2,1,3,At Risk
2782,1,39,39.0000000000000000,33,2,4,6,Loyal
1588,1,99,99.0000000000000000,33,2,1,3,At Risk
3529,1,67,67.0000000000000000,33,2,3,5,Potential
3758,1,44,44.0000000000000000,33,2,4,6,Loyal
1090,1,61,61.0000000000000000,33,2,3,5,Potential
3508,1,65,65.0000000000000000,33,2,3,5,Potential
203,1,38,38.0000000000000000,33,2,4,6,Loyal
2257,1,22,22.0000000000000000,33,2,5,7,Loyal
1804,1,97,97.0000000000000000,33,2,1,3,At Risk
3712,1,62,62.0000000000000000,33,2,3,5,Potential
896,1,69,69.0000000000000000,33,2,2,4,Potential
1171,1,62,62.0000000000000000,33,2,3,5,Potential
3617,1,23,23.0000000000000000,33,2,5,7,Loyal
2539,1,32,32.0000000000000000,33,2,5,7,Loyal
979,1,40,40.0000000000000000,33,2,4,6,Loyal
2191,1,75,75.0000000000000000,33,2,2,4,Potential
2168,1,48,48.0000000000000000,33,2,4,6,Loyal
1693,1,75,75.0000000000000000,33,2,2,4,Potential
3875,1,54,54.0000000000000000,33,2,3,5,Potential
1528,1,75,75.0000000000000000,33,2,2,4,Potential
3588,1,90,90.0000000000000000,33,2,1,3,At Risk
650,1,93,93.0000000000000000,33,2,1,3,At Risk
870,1,54,54.0000000000000000,33,2,3,5,Potential
2155,1,74,74.0000000000000000,33,2,2,4,Potential
2034,1,55,55.0000000000000000,33,2,3,5,Potential
828,1,51,51.0000000000000000,33,2,4,6,Loyal
3078,1,88,88.0000000000000000,33,2,1,3,At Risk
2640,1,35,35.0000000000000000,33,2,4,6,Loyal
2868,1,55,55.0000000000000000,33,2,3,5,Potential
3267,1,74,74.0000000000000000,33,2,2,4,Potential
1398,1,67,67.0000000000000000,33,2,3,5,Potential
100,1,40,40.0000000000000000,33,2,4,6,Loyal
613,1,43,43.0000000000000000,33,2,4,6,Loyal
2528,1,36,36.0000000000000000,33,2,4,6,Loyal
838,1,28,28.0000000000000000,33,2,5,7,Loyal
3735,1,88,88.0000000000000000,33,2,1,3,At Risk
1858,1,85,85.0000000000000000,33,2,1,3,At Risk
3214,1,56,56.0000000000000000,33,2,3,5,Potential
631,1,94,94.0000000000000000,33,2,1,3,At Risk
687,1,35,35.0000000000000000,33,2,4,6,Loyal
3682,1,73,73.0000000000000000,33,2,2,4,Potential
888,1,47,47.0000000000000000,33,2,4,6,Loyal
1461,1,85,85.0000000000000000,33,2,1,3,At Risk
253,1,41,41.0000000000000000,33,2,4,6,Loyal
432,1,76,76.0000000000000000,33,2,2,4,Potential
1020,1,76,76.0000000000000000,33,2,2,4,Potential
849,1,73,73.0000000000000000,33,2,2,4,Potential
1196,1,95,95.0000000000000000,33,2,1,3,At Risk
3650,1,57,57.0000000000000000,33,2,3,5,Potential
1919,1,33,33.0000000000000000,33,2,5,7,Loyal
3831,1,27,27.0000000000000000,33,2,5,7,Loyal
2140,1,95,95.0000000000000000,33,2,1,3,At Risk
2856,1,95,95.0000000000000000,33,2,1,3,At Risk
859,1,26,26.0000000000000000,33,2,5,7,Loyal
143,1,58,58.0000000000000000,33,2,3,5,Potential
934,1,84,84.0000000000000000,33,2,2,4,Potential
2687,1,72,72.0000000000000000,33,2,2,4,Potential
2455,1,72,72.0000000000000000,33,2,2,4,Potential
3867,1,32,32.0000000000000000,33,2,5,7,Loyal
508,1,20,20.0000000000000000,33,2,5,7,Loyal
3838,1,100,100.0000000000000000,33,2,1,3,At Risk
916,1,22,22.0000000000000000,33,2,5,7,Loyal
1634,1,80,80.0000000000000000,33,2,2,4,Potential
1602,1,59,59.0000000000000000,33,2,3,5,Potential
294,1,39,39.0000000000000000,33,2,4,6,Loyal
3439,1,71,71.0000000000000000,33,2,2,4,Potential
1074,1,96,96.0000000000000000,33,2,1,3,At Risk
1030,1,22,22.0000000000000000,33,2,5,7,Loyal
457,1,96,96.0000000000000000,33,2,1,3,At Risk
3900,1,81,81.0000000000000000,33,2,2,4,Potential
3891,1,81,81.0000000000000000,33,2,2,4,Potential
1070,1,81,81.0000000000000000,33,2,2,4,Potential
541,1,37,37.0000000000000000,33,2,4,6,Loyal
2829,1,83,83.0000000000000000,33,2,2,4,Potential
3521,1,70,70.0000000000000000,33,2,2,4,Potential
2823,1,37,37.0000000000000000,33,2,4,6,Loyal
1812,1,77,77.0000000000000000,33,2,2,4,Potential
3201,1,24,24.0000000000000000,32,2,5,7,Loyal
274,1,33,33.0000000000000000,32,2,5,7,Loyal
1012,1,25,25.0000000000000000,32,2,5,7,Loyal
2730,1,71,71.0000000000000000,32,2,2,4,Potential
1638,1,21,21.0000000000000000,32,2,5,7,Loyal
1274,1,29,29.0000000000000000,32,2,5,7,Loyal
2169,1,74,74.0000000000000000,32,2,2,4,Potential
3711,1,40,40.0000000000000000,32,2,4,6,Loyal
2508,1,36,36.0000000000000000,32,2,4,6,Loyal
1853,1,80,80.0000000000000000,32,2,2,4,Potential
1298,1,85,85.0000000000000000,32,2,1,3,At Risk
3155,1,55,55.0000000000000000,32,2,3,5,Potential
1840,1,78,78.0000000000000000,32,2,2,4,Potential
3551,1,74,74.0000000000000000,32,2,2,4,Potential
2634,1,90,90.0000000000000000,32,2,1,3,At Risk
2606,1,93,93.0000000000000000,32,2,1,3,At Risk
2142,1,98,98.0000000000000000,32,2,1,3,At Risk
267,1,75,75.0000000000000000,32,2,2,4,Potential
1433,1,33,33.0000000000000000,32,2,5,7,Loyal
2163,1,48,48.0000000000000000,32,2,4,6,Loyal
3250,1,83,83.0000000000000000,32,2,2,4,Potential
121,1,84,84.0000000000000000,32,2,2,4,Potential
3638,1,66,66.0000000000000000,32,2,3,5,Potential
3571,1,97,97.0000000000000000,32,2,1,3,At Risk
3554,1,99,99.0000000000000000,32,2,1,3,At Risk
1912,1,81,81.0000000000000000,32,2,2,4,Potential
3121,1,76,76.0000000000000000,32,2,2,4,Potential
3515,1,50,50.0000000000000000,32,2,4,6,Loyal
1952,1,53,53.0000000000000000,32,2,3,5,Potential
811,1,83,83.0000000000000000,32,2,2,4,Potential
1076,1,50,50.0000000000000000,32,2,4,6,Loyal
2048,1,82,82.0000000000000000,32,2,2,4,Potential
1113,1,67,67.0000000000000000,32,2,3,5,Potential
1240,1,37,37.0000000000000000,32,2,4,6,Loyal
2122,1,68,68.0000000000000000,32,2,2,4,Potential
3748,1,53,53.0000000000000000,32,2,3,5,Potential
2418,1,24,24.0000000000000000,32,2,5,7,Loyal
442,1,81,81.0000000000000000,32,2,2,4,Potential
3626,1,99,99.0000000000000000,32,2,1,3,At Risk
1983,1,77,77.0000000000000000,32,2,2,4,Potential
1575,1,25,25.0000000000000000,32,2,5,7,Loyal
2204,1,79,79.0000000000000000,32,2,2,4,Potential
23,1,37,37.0000000000000000,32,2,4,6,Loyal
2501,1,84,84.0000000000000000,32,2,2,4,Potential
410,1,51,51.0000000000000000,32,2,4,6,Loyal
423,1,59,59.0000000000000000,32,2,3,5,Potential
686,1,71,71.0000000000000000,32,2,2,4,Potential
3627,1,98,98.0000000000000000,32,2,1,3,At Risk
2064,1,86,86.0000000000000000,32,2,1,3,At Risk
3449,1,28,28.0000000000000000,32,2,5,7,Loyal
3896,1,28,28.0000000000000000,32,2,5,7,Loyal
1690,1,73,73.0000000000000000,32,2,2,4,Potential
2182,1,63,63.0000000000000000,32,2,3,5,Potential
668,1,76,76.0000000000000000,32,2,2,4,Potential
1136,1,90,90.0000000000000000,32,2,1,3,At Risk
1844,1,76,76.0000000000000000,32,2,2,4,Potential
913,1,56,56.0000000000000000,32,2,3,5,Potential
1726,1,33,33.0000000000000000,32,2,5,7,Loyal
3490,1,26,26.0000000000000000,32,2,5,7,Loyal
997,1,91,91.0000000000000000,32,2,1,3,At Risk
2170,1,42,42.0000000000000000,32,2,4,6,Loyal
233,1,27,27.0000000000000000,32,2,5,7,Loyal
3830,1,32,32.0000000000000000,32,2,5,7,Loyal
2146,1,73,73.0000000000000000,32,2,2,4,Potential
109,1,79,79.0000000000000000,32,2,2,4,Potential
2004,1,72,72.0000000000000000,32,2,2,4,Potential
200,1,73,73.0000000000000000,32,2,2,4,Potential
77,1,43,43.0000000000000000,32,2,4,6,Loyal
1139,1,36,36.0000000000000000,32,2,4,6,Loyal
2267,1,44,44.0000000000000000,32,2,4,6,Loyal
2179,1,98,98.0000000000000000,32,2,1,3,At Risk
813,1,56,56.0000000000000000,32,2,3,5,Potential
1978,1,49,49.0000000000000000,32,2,4,6,Loyal
2366,1,91,91.0000000000000000,32,2,1,3,At Risk
71,1,29,29.0000000000000000,32,2,5,7,Loyal
3174,1,46,46.0000000000000000,32,2,4,6,Loyal
737,1,58,58.0000000000000000,32,2,3,5,Potential
2367,1,66,66.0000000000000000,32,2,3,5,Potential
489,1,29,29.0000000000000000,32,2,5,7,Loyal
1032,1,50,50.0000000000000000,32,2,4,6,Loyal
1036,1,89,89.0000000000000000,32,2,1,3,At Risk
443,1,69,69.0000000000000000,31,2,2,4,Potential
3178,1,52,52.0000000000000000,31,2,3,5,Potential
1482,1,33,33.0000000000000000,31,2,5,7,Loyal
41,1,76,76.0000000000000000,31,2,2,4,Potential
2842,1,33,33.0000000000000000,31,2,5,7,Loyal
445,1,20,20.0000000000000000,31,2,5,7,Loyal
236,1,89,89.0000000000000000,31,2,1,3,At Risk
2403,1,89,89.0000000000000000,31,2,1,3,At Risk
3466,1,53,53.0000000000000000,31,2,3,5,Potential
5,1,49,49.0000000000000000,31,2,4,6,Loyal
3040,1,48,48.0000000000000000,31,2,4,6,Loyal
3814,1,89,89.0000000000000000,31,2,1,3,At Risk
2865,1,43,43.0000000000000000,31,2,4,6,Loyal
2590,1,53,53.0000000000000000,31,2,3,5,Potential
